input	target
Celtic ISO-8859-14	Celtic ISO-8859-14
Pẹ̀lú àgbékalẹ̀-ètò ojú kọ̀ǹpútà ọlọ́pọ̀,o lè ní àwọn pánẹ́ẹ̀lì lórí ojú kọ̀ǹpútà kọ̀ọ̀kan.Bọ́tìnì yìí ń tọ́ka sí ojú kọ̀ǹpútà lọ́wọ́lọ́wọ́ tí a ti ṣàfihàn pánẹ́èlì náà.	With a multi-screen setup,you may have panels on each individual screen.This key identifies the current screen the panel is displayed on.
Ìyárasí tó yẹ kí àwọn ìṣàfarawé kọ̀ǹpútà ó ti yọ.Àwọn fálù tó lè jẹ́ ni falẹ̀,àárín àti ìyára.Bọ́tìnì yìí kàn wúlò tí bọ́tìnì àwọn mú ìṣàfarawé kọ̀ǹpútàṣiṣẹ́ bá jẹ́ òótọ́.	The speed in which panel animations should occur.Possible values are slow,medium and fast.This key is only relevant if the enableanimations key is true.
Yan Atọ́nà	Select a Directory
Fàyè gba àwon fèrèsé ìtasókè	Allow popup windows
Gbogbo àwọn fáìlì	All files
Tó bá jẹ́ òótọ́,onísọ̀rọ̀gbèsì kàn ti farahàn tó ń bèrè fún àrídájú tó bá jẹ́ pé òǹlò fẹ́ yọ Pánẹ́ẹ̀lì kúrò.	If true,a dialog is shown asking for confirmation if the user wants to remove a panel.
Àwọn Àbùdá Aṣàfilọ́lẹ̀	Directory Properties
Atọ́ka árò lórí àwọn bọ́tìnì ìpamọ́	Arrows on hide buttons
Fi àwòrán pamọ́ s	Save image s
Àti bẹ́ẹ̀ bẹ́ẹ̀ lọ.	And many,many others.
Wá wẹ́ẹ̀bù náàhttpwww.google.nl and httpwww.google.nlsearch qs	Search the web
Àwọn písẹ́ẹ̀lì ta lè rí nígbà ìpamọ́	Visible pixels when hidden
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Restart Anyway
Chinese Traditional Big5	Chinese Traditional Big5
Pánẹ́ẹ̀lì Ìgun Ìsàlẹ̀	Bottom Edge Panel
Àwọn Àlàyé Ẹ̀yìn Àwòrán	Image Background Details
s jáde láìròtẹ́lẹ̀	s has quit unexpectedly
Pánẹ́ẹ̀lì àárín orí ásìsì x	Center panel on x-axis
Má Pajẹ	Don't Delete
Wá Tilẹ̀	Find Previous
Nordic ISO-8859-10	Nordic ISO-8859-10
Àkójọpọ̀-ẹ̀rì Ara-ẹni	Personal Data
Ààyè fáìlì ojú-iṣẹ́ tó ń ṣàpèjúwe aṣàfilọ́lẹ̀.Bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ nǹkan-aṣàfilọ́lẹ̀.	The location of the .desktop file describing the launcher.This key is only relevant if the objecttype key is launcher-object.
Rọ́ọ̀nù Ìṣàmúlò-ètò.	Run Application.
Ẹ̀yà-ara kọ̀ǹpútà àìfojúrí ọ̀fẹ́ ni Awáròyìn Wẹ́ẹ̀bù GNOME o lè tun pín kí otàbí tuntò lábẹ́ àwọn ìwọ̀fún Ìwé-àṣẹ Gbogbogbò ti GNU gẹ́gẹ́ bí a ṣe tẹ̀ẹ́ láti ọwọ́ Àjọ Ẹ̀yà-ara kọ̀ǹpútà Ọ̀fẹ́ yálà ẹ̀yà kejì ti Ìwé-àṣẹ,tàbí ti ẹ̀yàn rẹ ẹ̀yà mìíràn tó lè jáde lọ́jọ́ iwájú.	The GNOME Web Browser is free software you can redistribute it andor modify it under the terms of the GNU General Public License as published by the Free Software Foundation either version 2 of the License,or at your option any later version.
Àwọn Àtòjọ-ètò fún Ìbẹ̀rẹ̀	Startup Programs
Kò lè darapọ̀ mọ́ alábòójútó sáà	the GNOME session manager
Tó bá jẹ́ òótọ́,fi àwọn nọ́ńbà ọ̀sẹ̀ inú kàlẹ́ńdà hàn.	If true,expand the list of birthdays in the calendar window.
Ṣàgbékalẹ̀ ètò àwọn ààtò fún píríǹtì	Setup the page settings for printing
Orúkọ èèyàn tí a lè kà ni èyí,tí o sì lè lò láti tọ́ka sí pánẹ́ẹ̀lì.Ìdí pàtàkì rẹ̀ ni láti ṣe iṣẹ́ gẹ́gẹ́ bíi àkọ́lé fèrèsé pánẹ́ẹ̀lì tí ó wúlò nígbà tí à ń tọpa láàrin àwọn pánẹ́ẹ̀lì.	This is a human readable name which you can use to identify a panel.Its main purpose is to serve as the panel's window title which is useful when navigating between panels.
Vietnamese Windows-1258	Vietnamese Windows-1258
Ń sọ ní pàtó oye ìdádúró ọ̀kẹ́-ìṣísẹ̀ lẹ́yìn tí atọ́ka náà ti jáde lágbègbè náà kí pánẹ́ẹ̀lì tó di pípamọ́.Ìgbà tí bọ́tìnì ìpamọ́aládàáṣe bá jẹ́ òótọ́ nìkan ni bọ́tìnì yìí wúlò.	Specifies the number of milliseconds delay after the pointer leaves the panel area before the panel is automatically hidden.This key is only relevant if the autohide key is true.
Àwọn ìkúndùn aládàáni	Personal preferences
Pánẹ́ẹ̀lì Igun Òkè	Top Edge Panel
Rọ́ọ̀nù Ìṣàmúlò-ètò.	Choose an application.
Ṣàfikún Àmì-ìwé.	Add Bookmark…
Ìròyìn ojú-ìwé tí a fihàn nínú òye ìtàn náà	The page information shown in the history view
Àwọn Ààtò Ìráyè	Universal Access Settings
Igi àtòjọ-ẹ̀yàn ṣófo	Menu tree is empty
Àṣìṣe ìgbékalẹ̀ orúkọ fún ààyè-iṣẹ́ d sí s s	Error setting name for workspace d to s s
Tó bá jẹ́ òótọ́,Àwọn Ìṣàmúlò-ètò Mímọ̀ tía tòjọ nínú onísọ̀rọ̀gbèsì Rọ́ọ̀nù Ìsàmúlò-ètòwà nílẹ̀.Bóyá a fẹ ìṣàtòjọ náà tàbí a kò fẹ̀ẹ́,nígbà tí onísọ̀rọ̀gbèsì náà bá ti farahàn bọ́tìnì àtòjọàtòjọ-ètòìfihàn ló ń darí rẹ̀.	If true,the Known Applications listing in the Run Application dialog is made available.Whether or not the listing is expanded when the dialog is shown is controlled by the showprogramlist key.
Turkish IBM-857	Turkish IBM-857
Ṣí Líǹkì	Open Link
Àwọn Fáìlì Ìgbà Díẹ̀	Temporary files
Ṣàfikún Àtòjọ-ètò Fún Ìbẹ̀rẹ̀	Add Startup Program
Líǹkì tí o tẹ̀,nílò ká fi amúgbálẹ̀gbẹ́ àká-ẹ̀gbẹ́ sípò fún.	The link you clicked needs the sidebar extension to be installed.
Wanda ẹja GNOME	Wanda The GNOME Fish
Wáròyìn wẹ́ẹ̀bù náà	Browse with caret
Àwọn àká-irinṣẹ́	Toolbar style
Ń sọ ìgbà tí a óò pín àwọn fèrèsé láti inú ìṣàmúlò-ètò kan náà lórí àtòjọ fèrèsé.Àwọn fálù tó lè jẹ́ ni rárá,aládàáṣe àti ìgbà gbogbo.	Decides when to group windows from the same application on the window list.Possible values are never,auto and always.
Fi àwòrán sí pánẹ́ẹ̀lì	City Time Zone
Cyrillic IBM-855	Cyrillic IBM-855
Fi àwọn kọ́lọ̀mù àkọ́lé àti àdírẹ̀sì méjèèjì hàn	Show the date and time column
Ṣàyẹ̀wò Àwọn Àmì-ìwé	Edit Bookmarks
Ṣàgbéwọlé Líǹkì	Download Link
Olótùú Àká-irinṣẹ́	Toolbar Editor
Yan èdè kan	Choose a language
Ìdarapọ̀ èyíkèyí	Any type of connection
Dídá Àwọn Fèrèsé Tó Pajúdé Padà Sípò	Restoring Minimized Windows
Pa Àwọn Àkọsílẹ̀ Àìpẹ̀ Rẹ́	Clear Recent Documents
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Shutdown Anyway
Àkókò UNIX	UNIX time
Àwọn ìkúndùn Ẹja	Fish Preferences
Mú ìṣàmúlò-ètò tó ń ṣe ségesège jáde pẹ̀lú ipá	Force a misbehaving application to quit
Orúkọ èèyàn tí a lè kà ni èyí,tí o sì lè lò láti tọ́ka sí pánẹ́ẹ̀lì.Ìdí pàtàkì rẹ̀ ni láti ṣe iṣẹ́ gẹ́gẹ́ bíi àkọ́lé fèrèsé pánẹ́ẹ̀lì tí ó wúlò nígbà tí à ń tọpa láàrin àwọn pánẹ́ẹ̀lì.	This is a human readable name which you can use to identify a panel.Its main purpose is to serve as the panel's window title which is useful when navigating between panels.
Fi Líǹkì Ránṣẹ́ láti Lẹ́tà Kọ̀ǹpútà.	Send Link by Email…
Mú Ìdáàdòdò ojú kọ̀ǹpútà ṣiṣẹ́	Activate Screensaver
Fi déèti hàn nínú ìtalólobó-irinṣẹ́	Show date in tooltip
Ṣàfihàn gbogbo àwọn ààyè-iṣẹ́	Display all workspaces
Wá Èyí Tókàn	Find Next
Yan wúnrẹ̀nkan láti fikún s	Find an item to add to s
Dídá Àwọn Fèrèsé Tó Pajúdé Padà Sípò	Restoring Minimized Windows
Sọ ìtumọ̀ ipo ajemọ́ igun ìsàlẹ̀ọ̀tún	Interpret position relative to bottomright edge
Lọ sí ojú-ìwé tilẹ̀	Go to the previous page
Pánẹ́ẹ̀lì Igun Ìsàlẹ̀ Tí a Fẹ̀	Bottom Expanded Edge Panel
Aṣàfilọ́lẹ̀ Ìṣàmúlò-ètò.	Application in Terminal
Yẹ Ápúlẹ́ẹ̀tì Bonobo Wò	Test DBus Applet
Romanian MacRomanian	Romanian MacRomanian
Rọ́ọ̀nù Ìṣàmúlò-ètò	Run Application
Láti inú àwọn gbàgede tí o bẹ̀wò nìkanOnly from sites you visit	Only from sites you visit
Ńlá Púpọ̀	XX Large
Tẹ̀ láti wo kàlẹ́ńdà oṣù	Click to view month calendar
toolbar style	Icons only
Orúkọ ẹja náà	The fish's name
Yẹ ohun-èlò ápúlẹ́ẹ̀tì wò	Test applet utility
Fún JavaScript lágbára iṣẹ́	Enable JavaScript
Ṣẹ̀dà Àdírẹ̀sì Líǹkì	Copy Link Address
Fi Bọ́tìnì Ojú-iṣẹ́ Hàn	Show Desktop Button
Fún Java lágbára iṣẹ́	Enable WebAudio
Tó bá jẹ́ òótọ́,a óò fi pánẹ́ẹ̀lì náà pamọ́ fún ra rẹ̀ sínú igun ojú kọ̀ǹpútà náà nígbà tí atọ́ka náà bá fi agbègbè pánẹ́ẹ̀lì náà sílẹ̀.Gbígbé atọ́ka náà lọ sí igun yẹn lẹ́ẹ̀kan si á fa kí pánẹ́ẹ̀lì náà tún farahàn.	If true,the panel is automatically hidden into a corner of the screen when the pointer leaves the panel area.Moving the pointer to that corner again will cause the panel to re-appear.
a b e	a b e
Ṣàgbéwọlé àwọn fáìlì náà láládàáṣe kí o sì ṣí wọn	Automatically download and open files
Japanese Shift-JIS	Japanese Shift-JIS
Gbogbo àwọn irúfẹ́ tí a ṣàtílẹ́yìn	All supported types
Àtòjọ àwọn ìṣàmúlò-ètò àìmọ̀	List of locations
Àwọn ààtò ìṣàkóso àti àwọn ìkúndùn aládàáni	Personal preferences and administration settings
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Log Out Anyway
Kíki s.	Loading s…
Chinese Simplified GB18030	Chinese Simplified GB18030
Kò rí sípọ̀tì òfìfo	Cannot find an empty spot
Hindi MacDevanagari	Hindi MacDevanagari
Ìyárasí àfarawé Kọ̀ǹpútà	Animation speed
Pánẹ́ẹ̀lì Igun Ìsàlẹ̀ Tí a Fẹ̀	Bottom Expanded Edge Panel
Fáìlì tó ń jẹ́ orúkọ yìí ti wà nílẹ̀ tẹ́lẹ̀,o kò sì ní ìyànda láti ṣẹ̀dà le lórí.	An application with the same name already exists.Replacing it will overwrite it.
Bẹ̀rẹ̀ àpẹẹrẹ aládàáni	Start a private instance
Àdírẹ̀sì ojú-ìwé ilé òǹlò náà.	Address of the user's home page.
Àṣìṣe ìyípadà ìwé 's' snamename	Error rewinding file 's' s
Darapọ̀ mọ́ Sáfà.	Connect to Server.
Àtòjọ àwọn ìṣàmúlò-ètò àìmọ̀	List of known applications
Àwọn ìsàmúlò-ètò tí kò bá àwọn ọ̀wọ́ mìíràn mu	Applications that did not fit in other categories
Kò lè darapọ̀ mọ́ alábòójútó sáà	Disable connection to session manager
Gbé ààyè-iṣẹ́ fèrèsé kan sókè	Move window one workspace up
Pa Àká-irinṣẹ́ Jẹ	Delete Toolbar
Chinese Traditional EUC-TW	Chinese Traditional EUC-TW
Àṣìṣe kíki fálù àwọn róòlù-num fún Ìjánu-ìsún Ààyè-iṣẹ́ s	Error loading nums
Kò lè fi ojú kọ̀ǹpútà d tí a ṣàfihàn sílẹ̀s	Could not release screen d on display s
Aṣàfilọ́lẹ̀ Ìṣàmúlò-ètò.	Application in Terminal
Mú kí ìṣàmúlò-ètò yìí jáde pẹ̀lú ipá Àwọn àkọsílẹ̀ èyíkèyí tó wà ní ṣíṣí ní yóò sọnù.	If you choose to force an application to exit,unsaved changes in any open documents in it might get lost.
GNOME pẹlúu ọpọ àwọn ohun tí ó yọ lójú kọmpútà,tí ò pẹlú páálí ìwéolùdarí,ìbojúwo ìwunpọ,ètò,àti ọpọlọpọ ìdarí kọmpútà.	GNOME includes most of what you see on your computer,including the file manager,web browser,menus,and many applications.
Tẹ bọ́tìnì yìí láti wáròyìn fún fáìlì tí a óò ṣàfikún orúkọ rẹ̀ sí fọ́nránàṣẹ.	Click this button to browse for a file whose name to append to the command string.
Àwọn Fèrèsé Ìtasókè	Popup Windows
Baltic ISO-8859-13	Baltic ISO-8859-13
Àwọn Fèrèsé Ìtasókè	Popup Windows
Gbogbo Ọjọ́	All Day
Tẹ à́árín láti ṣí ojú-ìwé wẹ́ẹ̀bù tí àyọkà tí a yàn lọ́wọ́lọ́wọ́ tọ́ka sí	Middle click to open the web page pointed to by the currently selected text
Kóòdù gbogbogbò UTF-16 BE	Unicode UTF-16 BE
Ìjáde Ipá	Force Quit
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Restart Anyway
IMS p	IMS p
Ti táàbù yìí	Close this tab
Ààyè Aṣàfilọ́lẹ̀	Launcher location
Pánẹ́ẹ̀lì Igun Òkè	Top Edge Panel
ẹyajợ àkójọ	Build Date
Ìgúnrégé wákàtí	hour format
Tẹ̀ láti wo àwọn àdéhùn-ìpàdé àti àwọn iṣẹ́ rẹ	Click to view your appointments and tasks
Àwọn ìkúndùǹ Ìjánu-ìsún Ààyè-iṣẹ́	Workspace Switcher Preferences
Hebrew Windows-1255	Hebrew Windows-1255
Kóòdù gbogbogbò UTF-32 BE	Unicode UTF-32 BE
Wá ìṣẹ̀lẹ̀ ìwádìí fọ́nrán tókàn	Find next occurrence of the search string
Àwọn Sáà	Session to use
Tó bá jẹ́ òótọ́,Àwọn Ìṣàmúlò-ètò Mímọ̀ tí a tòjọ nínú onísọ̀rọ̀gbèsì Rọ́ọ̀nù Ìṣàmúlò-ètòá fẹ̀ nígbà tí a bá ṣí onísọ̀rọ̀gbèsì.Bọ́tìnì yìí kàn wúlò tí bọ́tìnì àtòjọàtòjọ-ètò bá jẹ́ òótọ́.	If true,the Known Applications listing in the Run Application dialog is expanded when the dialog is opened.This key is only relevant if the enableprogramlist key is true.
Turkish MacTurkish	Turkish MacTurkish
Pánẹ́ẹ̀lì Igun Òkè	Top Edge Panel
Bọ́́tìnì yìí ń sọ ní pàtó iye àwọn róòlù fún ìlàálẹ̀ ìbú tàbí àwọṅ kọ́lọ̀mù fún ìlàálẹ̀òòró tí ìjánu-ìsún ààyè-iṣẹ́ ń fihàn àwọn ààyè-iṣẹ́ náà.Bọ́tìnì yìí kàn sì wúlòtí bọ́tìnì àwọn ààyè-iṣẹ́gbogboìṣàfihàn bá jẹ́ òótọ́.	This key specifies how many rows for horizontal layout or columns for vertical layout the workspace switcher shows the workspaces in.This key is only relevant if the displayallworkspaces key is true.
a d b Yfriendly timeFeb 12 1234 am	a IM p
Pánẹ́ẹ̀lì àárín orí ásìsì y	Center panel on y-axis
Ń Bẹ̀rẹ̀	Starting s
Àkọlé Tuntun	New Topic
kò lè fi àṣẹ lọ́lẹ̀ 's	Could not launch 's
Sàmì ìwé sí líǹkì ìtàn tí a yàn	Bookmark the selected history link
Ìtàn ẹ̀yìn	Back history
Ipò nǹkan pánẹ́ẹ̀lì yìí.Oye nọ́ńbà àwọn písẹ́́ẹ̀lì tó wà láti igun pánẹ́ẹ̀lì apá òsì tàbí òkè òòró ni yóò sọ ipò náà ní pàtó.	The position of this panel object.The position is specified by the number of pixels from the left or top if vertical panel edge.
Àwọn ààtò ìṣàkóso àti àwọn ìkúndùn aládàáni	Personal preferences and administration settings
Bẹ̀rẹ̀ Ìṣàfarawé Kọ̀ǹpútà	Start Animation
Fi Líǹkì Pamọ́ Gẹ́gẹ́ Bíi	Save Link As
Yan àmì-àṣírí.	Remember passwords
Pánẹ́ẹ̀lì Igun Òsì	Left Edge Panel
Pa pánẹ́ẹ̀lì yìí jẹ	Delete this panel
Rọ́ọ̀nù Ìṣàmúlò-ètò.	Choose an icon
Mú kí ìṣàmúlò-ètò yìí jáde pẹ̀lú ipá Àwọn àkọsílẹ̀ èyíkèyí tó wà ní ṣíṣí ní yóò sọnù.	If you choose to force an application to exit,unsaved changes in any open documents in it might get lost.
Tó bá jẹ́ òótọ́,a óò ṣàfihàn ìṣàfarawé kọ̀ǹpútà ẹja tí ó yípo lórí àwọn pánẹ́ẹ̀lì òòró.	If true,the fish's animation will be displayed rotated on vertical panels.
