input	target
Criteria when matching files searched for in the search bar.If set to searchbytext,then Nautilus will Search for files by file name only.If set to searchbytextandproperties,then Nautilus will search for files by file name and file properties.	Kraịteria mgbe a na-amakọ faịlụ achọrọla maka na ọchịchọ báà.Ọ bụrụ na a hazie ya na searchbytext,mgbe ahụ Nautilus ga-achọ faịlụ site n'aha faịlụ sọsọ.Ọ bụrụ na a hazie ya na searchbytextandproperties,mgbe ahụ Nautilus ga-achọ faịlụ site n'aha faịlụ nakwa ngwaọrụ faịlụ.
Can't have a two drawops for a element theme specified a drawops attribute and also a element,or specified two elements	Agaghị enwenwu drawops abụọ maka elementị isiokwu zipụtara átrībúùtù drawops nakwa elementị,mọọbụ elementị abụọ ndị ezipụtarala
position expression test returned TRUE but set error	Nnwale ebe nkọwa weghachitara EZIOKWU ma hazipụta ndehie
If true,the Known Applications listing in the Run Application dialog is expanded when the dialog is opened.This key is only relevant if the enableprogramlist key is true.	Ọ bụrụ na ọ bụ eziokwu,Usoroiheomume ahụ a ma amandesịta ahụ n'ime Bido usoroiheomumedayalọogụ ka abawanyere mgbe e mepere dayalọọgụ.Kii a bara uru sọsọ ma ọ bụrụ na kii ndesịtaprogramnke e kwere bụ eziokwu.
Wednesday,September 00 0000 at 000000 PM	Wenezdéè,Septemba 00 0000 na 000000 PM
Window Grouping	Nkewasị Windo
Possible values are single to launch files on a single click,or double to launch them on a double click.	A ga-ebubata uru faịlụ dị mmenwu bụ single site n'ịpị otu ugboro,mọọbụ double ka ibubata ha site n'ịpị pịmpịkwasa.
b d Y	a d b Y
Default zoom level used by the list view.	Dìfọ́ọ̀ltụ̀ ógó zum nke ngosi ndesịta jiri rụọ ọrụ.
Toggle shaded state	Pịa n'ọnọdụ shéèdì
Open the parent folder	Mepee nsomebefaịlụ perentị ahụ
Tools for software development	Ngwaọrụ maka ntolite Sọftwịa
Raise window if covered,otherwise lower it	Welite windo a na-ahụchaghị anya,kama budata
Failed to load applet s	Ndebata inyogo dàrà àdà s
The speed in which panel animations should occur.Possible values are slow,medium and fast.This key is only relevant if the enableanimations key is true.	Ụdị ọsịsọ nke paneelụ animeshiọn na-agba.Valiu dị mmenwu bụ slow ,medium na fast.Kii a sọsọ na-aba uru ma ọ bụrụ na kii enableanimations bụ eziokwu.
Window type s has already been assigned a style set	Enyego ụdị windo a s ọdịdị nhazi
The owner could not be changed.	Agbanwenwughị ónyénwē.
Browse and run installed applications	Enwetaghị usoroiheomume dabaranụ̄
Japanese Shift-JIS	Japanese Shift-JIS
Baltic Windows-1257	Baltic Windows-1257
Ask before emptying the Trash or deleting files	Jụọ tupuu ighewe ebemkpofuozi ahụ oghe mọọbụ ihicha faịlụ ndị ahụ
Select Custom Icon	Họrọ aịkọn emeredịkachọrọ.
Move window	Kpụgharịa windo
Adjust Date Time	Webilata ụbọchị na oge
Drag an emblem to an object to add it to the object	Kpụga akara nhụbáámā na ọbjektị ka ịtinye ya n'ọbjektị ahụ
Stretch Icon.	Gbatịa aịkọn
What to do with executable text files when they are activated single or double clicked.Possible values are launch to launch them as programs,ask to ask what to do via a dialog,and display to display them as text files.	Ihe a ga-eji faịlụ ngwe dị̄ mbido méé mgbe ejiri ha rụọ ọrụ pịa otu ugboro mọọbụ pịmpịkwasa.Uru dị mmenwu ga bubata ebubata ha dịka program,jụọ n'ịjụ ihe a ga-eme n'ụzọ dayalọ́ọ̀gụ̀,nakwa display igosi ha dịka faịlụ ngwe ndị ahụ.
Click here to hide all windows and show the desktop.	Pịa ebe a ka i zoo windo niile ma gosi desktọọpụ.
Open link in a new tab	Mepee ụzọ njikọ na táàbụ̀ ọfụụ
Error loading displayworkspaces	Ndehie n'ịdebata ngosiwọkspeesiaha valiu maka omembanye wọkspeesi s
Should not have resize attribute on element for maximized states	Agaghị enwe resize átrībúùtù na elementị maka ọnọdụ mbawanyeshédèèdị̀
Find next occurrence of the word or phrase	Chọ̀ọ́ nke ọzọ pụtaranụ̄ nke mkpụrụokwu mọọbụ nkebiokwu
Are you sure you want to permanently delete B from the trash	Ìkwèsị̀rị̀ ike nà ịchọrọ ihichapụ kpam kpam s n'ebemkpofuozi ahụ
Open Parent	Mepee perentị
No filename to save to	Enweghị ahafaịlụ a ga-echekwa na
If true,the background image will be rotated when the panel is oriented vertically.	Ọ bụrụ na ọ bụ eziokwu,a ga-atụgharị inyogo okpuru mgbe eduziri paneelụ vatikali.
Copy Address	Debata Ngosi ebe
Move the open folder to the Trash	Ịkpụga faịlụ na n'ebemkpofuozi
Delete this panel	Hichaa paneelụ a
Close this folder	Mechie nsomebefaịlụ a
Icon View Defaults	Dìfọ́ọ̀ltụ̀ ngosi aịkọn
Please drag just one image to set a custom icon.	Biko dọ̀ọ́ sọsọ otu inyogo ka a hazie aịkọn emeredịkachọrọ.
position expression test returned FALSE but didn't set error	Nnwale ebe nkọwa weghachitara ASỊ mana ahazighị ndehie
Sort files and folders	Nsomebefaịlụ na-enweghị isiokwu
Unicode UTF-16 LE	Unicode UTF-16 LE
No drawops provided for frame piece	Enweghị drawops ewepụtara maka fréèmụ̀ píìsì
Whether to show the date-time column in the history window.	Ma a ga-ebipụta ụbọchị na ngwe okpuru ihuakwụkwọ.
Rotate image on vertical panels	Tụgharịa inyogo na vatịkal paneelụ
This name can be set if you want a custom name for the home icon on the desktop.	A ga-ahazinwu aha a ma ọ bụrụ na ịchọrọ aha emeredịkachọrọ maka aịkọn keụlọ na desktọ́ọ̀pụ̀.
Clearing the browsing history will cause all history links to be permanently deleted.	Nwepụ nchọgharị agụgụala ga-eme ka ụzọ njikọ agụgụala hicha kpam kpam.
The item cannot be restored from trash	Agaghị enwenwu s ike ikpụga faịlụ ahụ n'ebemkpofuozi.
Date when file was moved to the Trash	Agaghị enwenwu s ike ikpụga faịlụ ahụ n'ebemkpofuozi.
Tooltip displayed for menu	Egosiri tuultiip maka drọwa mọọbụ menu
End of current session	Ngwụcha seshiọn ọfụụ
Close Document	Mechie Dọkumentị
Only for files smaller than	Sọsọ maka faịlụ ndị ahụ pekarịsịrị karịa
If true,autocompletion in the Run Application dialog is made available.	Ọ bụrụ na o bụ eziokwu,a ga-ewepụta ngwụcha nkeonwe nọ na Bido usoroiheomume dayalọọgụ.
Log Out s.	mpụta na kọmputa1 msgctxt panelshowusername to 1
Window Grouping	Nkewasị Windo
Unable to execute 's's	E nweghị ike imepụta 's' Ndesịta ozi s
Link to s	Banye na s
The file 's' does not appear to be a valid image.	Faịlụ ahụ 's' abughị inyogo nwereisi.
Workspace sd	Wọ́kspéèsì sd
Do you want to remove any bookmarks with the non-existing location from your list	Ị̀chọrọ iwepụ ebe ndesịta ngosi ebe ya na ebe n'adịghị adị na ndesịta gị
Top Edge Panel	Paneelụ ọnụ elu
The fish's name	Aha azụ ahụ
When to group windows	Mgbe a ga-ekewasị windo
s is not a valid value for state attribute	s abụghị uru nwereisi maka ọnọdụ átrībúùtù
The permissions of the file.	Ikikere nke faịlụ ahụ.
Clear History	Wepụ Agụgụala
lMS p	lMS p
today at -IMS p	Táà na -IMS p
Go to the previous visited page	Gaa n'ihuakwụkwọ nke ochie abanyegorola
Duplicating B	Ítụ̀ nà s
Did not understand value s for type of gradient	Aghotaghị uru ahụ s maka ụdị ḿmákọ́ ụcha
Go to next page	Gaa n'ihuakwụkwọ nke ọzọ
Check that you have permission to delete the pattern.	Lee ma inwere ikike ihicha usoro.
Epiphany Web Browser	Omenchọgharị wéèbụ̀ Epiphany
The type of the file.	Ụdị faịlụ ahụ.
Could not find s.	Achọtanwughị s.
Desktop trash icon name	Aha aịkọn ebe mkpofuozi desktọ́ọ̀pụ̀
Link name	Aha ụzọ njikọ
Move Here	Kpụghaa ebe a
SHA1 Fingerprint	Mkpịsịaka SHA1
The group could not be changed.	Agaghị agbanwenwu òtù ahụ.
Cannot specify both buttonwidthbuttonheight and aspectratio for buttons	Agaghị ezipụtanwu abụọ ndị a buttonwidthbuttonheight na aspektị reshio maka bọtịn
No with the name s has been defined	Enweghị ya na aha s akọwarala
Hundreds of people have contributed code to GNOME since it was started in 1997 many more have contributed in other important ways,including translations,documentation,and quality assurance.	Ọtụtụ ndị mmadụ enyela aka iwebata okwunzobe na GNOME kamgbe ọ bidoro n'afọ 1997 ọtụtụkwa enyekwala n'ụzọ ndị ọzọ dịgasị mkpa,tinyere ntụgharị,dọkumenteshiọn,nakwa ezi ntụkwasaobi.
today at -IM p	Táà na -IM p
Toplevel files cannot be renamed	Abagharịnwughị aha ihenhọrọ ahụ.
The owner could not be changed.	Agbanwenwughị ónyénwē.
Keep icons sorted by size in rows	Desa aịkọn n'ụdị nhazi site n'ụhara na mpagharauhie ndị ahụ
Default list of columns visible in the list view	Ndesịta dìfọ́ọ̀ltụ̀ nke mpagharaogologo ahụrụanya ná ngosi ndesịta
Select Custom Icon	Họrọ aịkọn emeredịkachọrọ.
Create a new empty document inside this folder	Kewapụta nsomebefaịlụ ọfụụ ghe oghe n'ime nsomebefaịlụ a
Workspace d	Wọ́kspéèsì d
Visual Hebrew ISO-8859-8	Visual Hebrew ISO-8859-8
Exposure Program	Program mkpughe
Icon View Defaults	Dìfọ́ọ̀ltụ̀ ngosi aịkọn
If this is set to true,an icon linking to the computer location will be put on the desktop.	Ọ bụrụ na a haziri nke a na eziokwu,aịkọn na-abanye na kọmputa a ga-etinye ya na desktọ́ọ̀pụ̀.
s 'dst copys	s dst ndebatas
Choose another application with which to open the selected item	Họrọ usoroiheomume nke a ga-emepe ihenhọrọ nke ahụ a họọrọ
Did not understand state s for element	Aghọtaghị ọnọdụ s maka elementị
Please drag just one image to set a custom icon.	Biko dọ̀ọ́ sọsọ otu inyogo ka a hazie aịkọn emeredịkachọrọ.
Redo the edit	Megharịa ndezi ahụ
Redo Restore from Trash	Hichaa n'ebemkpofuozi
By Name	Site n'aha
Original file	Ibanye faịlụ
a b e	a b e
No with the name s has been defined	Enweghị ya na aha s akọwarala
Prepare this folder to be moved with a Paste command	Kwado faịlụ ndị ahụ a họọrọ ka ejiri ntiiwu faịlụ mmapanye kpughaa ha
There was an error creating the symlink in F.	Enwere ndehie ná mbubata usoroiheomume ahụ.
Toggle maximization state	Pịa n'ọnọdụ mbawanye
When to show number of items in a folder	Mgbe a na-egosi ọnụọgụgụ ihenhọrọ na nsomebefaịlụ
Coordinate expression has operator c following operator c with no operand in between	Nchịkọlata nkọwa nwere ọ̀pèrétọ̀ c na-eso ọ̀pèrétọ̀ c ya na onweghị ópērándị̀ n'etiti
There was an error launching the application.	Enwere ndehie ná mbubata usoroiheomume ahụ.
Move to Workspace Right	Kpụga na wọ́kspéèsì akanri
Delete topic s	Hichaa isiokwu s
This is a human readable name which you can use to identify a panel.Its main purpose is to serve as the panel's window title which is useful when navigating between panels.	Nke a bụ aha mmadụ dị mma ọgụgụ nke ị ga-eji gosi paneelụ.Nkeisi ya bụ ịrụ orụ dịka isiokwu windo paneelụ nke bara uru mgbe a na-eme ngagharị na paneelụ ndị ahụ.
Element is not allowed inside a distanceborderaspectratio element	Anabataghị elementị n'ime agbataaspectratio elementị dị anya
Time configuration tool	Ngwaọrụ mmepụta oge
Could not display s,because the host could not be found.	Egosinwughị́ị̀ s,maka enwetaghị ozi ikuku s.
Default sort order	Dìfọ́ọ̀ltụ̀ iwu nhazi
Do you want to run s,or display its contents	Ịchọrọ ibido s,mọọbụ gosi ndịna ya
Should not have resize attribute on element for maximized states	Agaghị enwe resize átrībúùtù na elementị maka ọnọdụ mbawanyeshédèèdị̀
Screen d on display 's' is invalid	Inyogo d ná ngosi 's' enweghị isi
GNOME also includes a complete development platform for applications programmers,allowing the creation of powerful and complex applications.	GNOME na-etinyekwa ebenzipụta ntolite ozuzuoke maka ndị ọrụụ usoroiheomume kọmputa,na-ekwe nkewapụta nke usoroiheomume ndị siri ike na nke gbagwojuru anya.
Arrows on hide buttons	Aro nọ na bọtịnị ozuzo
yesterday at 000000 PM	Ụnyaahụ na 000000 PM
There was an error creating the symlink in F.	Enwere ndehie ná mbubata usoroiheomume ahụ.
Change Permissions for Enclosed Files…	Ikikere nke faịlụ ahụ.
yesterday,-IM p	Ụnyaahụ,-IM p
Display and edit bookmarks	Dezie ebe ndesịta ngosi ebe faịlụ
Right Expanded Edge Panel	Paneelụ akanri abawanyere abawanye
City Time Zone	Fiitie inyogo na paneelụ
Close tab	Mechie táàbụ̀
Specify an applet IID to load	Zipụta apleetị IID ahụ ka odebata
Creating links in B	Ịkewapụta njikọ na faịlụ ndị ahụ
Switch to workspace 2	Banye na wọ́kspéèsì 2
Restore 's' from trash	Hichaa n'ebemkpofuozi
x value was d,d was expected	valiu x bụ d,d a chọrọ ya
Not Categorized	Ahazighi yabookmarks
A simple applet for testing the GNOME-2.0 panel	Apleetị dị mfe maka inwale GNOME-2.0 panel
Reset sorting order and zoom level to match preferences for this view	Hazigharịa iwu nhazi ma ógó zum ka ọdaba na nkarachọ maka ngosi a
Downloads Bar	Mbudata ndị ahụ
Japanese ISO-2022-JP	Japanese ISO-2022-JP
View executable text files when they are opened	Gosi faịlụ ngwe ndị dị̄ mbido mgbe a pịrị ha
Clear all items from the recent documents list	Kpochapụ ihenhọrọ niile na ndesịta dọkumenti ọfụụ
Workspace dn	Wọ́kspéèsì d
Cannot create initial panel layout.	Hichaa paneelụ a
Unable to obtain AppletShell interface from control	Agaghị enweta AppletShell ịntafeesi na nlekọta
GNOME is a Free,usable,stable,accessible desktop environment for the Unix-like family of operating systems.	GNOME bụ efu,dị̄ ōmúmé,kwụrụ chịm,dịkwa mfe mbanye nke desktọọpụ ebe maka dịka-Yuniksị ezinụlọ nke sistem usoroomumeihe.
by Modification Date	Site na mmeghari ụbọchị
If set to true,newly opened windows will have toolbars visible.	Ọ bụrụ na a haziri ya na eziokwu,windo ndị á kà mepere ọfụụ ga-eme ka áhụ́ tulbáà ndị ahụ anya.
s the Fish	s azụ ahụ
WindowsLeft dock	Windo ndị ahụakaekpe dọ́ọ̀kụ̀
Starting s	Na-ebido s
Copy Address	Debata Ngosi ebe
No URL to launch	Enweghị URL a ga-ebubata
Sea Foam	Séè fom
Click to hide month calendar	Pịa ka egosi kalenda ọnwa
Last 30 minutes	Míníìtì iri atọ garala aga
Object's position on the panel	Ebe ọbjektị na paneelụ
Alpha value s in blended color is not between 0.0 and 1.0	Valiu alpha s n'ụcha amakọrọ ọfụma anọghị n'etiti 0.0 na 1.0
History pages time range	Nhazi oge ihuakwụkwọ agụgụala
Disconnect the selected drive	Wepụ ụda ahụ a họọrọ
Perform a quick set of self-check tests.	Mee nhazi ọsịsọ nke nnwale-nkeonwe.
Move 's' to trash	Kpụga n'ebemkpofuozi
Coordinate expression had an open parenthesis with no close parenthesis	Nchịkọlata nkọwa nwere mmepe okwu mgbakwunye ya na enweghị mmechi okwu mgbakwunye
Date Taken	Ewerela ụbọchị
Coordinate expression had an open parenthesis with no close parenthesis	Nchịkọlata nkọwa nwere mmepe okwu mgbakwunye ya na enweghị mmechi okwu mgbakwunye
